title,description,category
Capacitación para personal nuevo,"Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando sin ningún cambio de mi parte. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",SUGERENCIAS
La vpn institucional no llega señal a mi oficina,"La vpn institucional no llega señal a mi oficina, hace ya una semana.",RED
Mi cuenta de correo no tiene permisos para entrar a la carpeta,"Mi cuenta de correo no tiene permisos para entrar a la carpeta, después de la última actualización. Tengo una entrega importante y esto me lo está impidiendo.",ACCESOS
La sala de videoconferencia quiero reservarla de forma recurrente todo el mes,"La sala de videoconferencia quiero reservarla de forma recurrente todo el mes, sin ningún cambio de mi parte. Por favor priorizar, me está atrasando bastante.",RESERVA_DE_SALAS
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando justo antes de una reunión importante. Tengo una entrega importante y esto me lo está impidiendo.,SUGERENCIAS
Outlook se cierra solo apenas lo abro,"Outlook se cierra solo apenas lo abro, de un momento a otro. Sistema completo caído para todo el área, se necesita atención inmediata.",SOFTWARE
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando justo antes de una reunión importante.",RECLAMOS
La vpn institucional no reconoce mi usuario y contraseña,"La vpn institucional no reconoce mi usuario y contraseña, después de la última actualización.",SOFTWARE
Zoom se cierra solo apenas lo abro,"Zoom se cierra solo apenas lo abro, desde que volvimos de la semana de vacaciones.",SOFTWARE
La vpn institucional quedó completamente sin acceso,"La vpn institucional quedó completamente sin acceso, justo antes de una reunión importante.",RED
El teclado se reinicia solo,"El teclado se reinicia solo, cada vez que lo intento.",HARDWARE
Mi acceso a la carpeta compartida pide verificación en dos pasos y el código nunca llega,"Mi acceso a la carpeta compartida pide verificación en dos pasos y el código nunca llega, después de la última actualización.",ACCESOS
El antivirus quedó pegado cargando y no avanza,"El antivirus quedó pegado cargando y no avanza, después de la última actualización. Tengo una entrega importante y esto me lo está impidiendo.",SOFTWARE
Mi usuario del sistema quedó bloqueada,"Mi usuario del sistema quedó bloqueada, desde esta mañana. Por favor priorizar, me está atrasando bastante.",ACCESOS
La vpn institucional pide una licencia que no tengo activada,"La vpn institucional pide una licencia que no tengo activada, justo antes de una reunión importante.",SOFTWARE
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando hace ya una semana.,RECLAMOS
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando cada vez que lo intento.,RECLAMOS
El programa de nómina muestra un error al iniciar sesión,"El programa de nómina muestra un error al iniciar sesión, sin ningún cambio de mi parte. Puede esperar, no me está bloqueando por ahora.",SOFTWARE
La sala de capacitación la necesito reservar para mañana,"La sala de capacitación la necesito reservar para mañana, cada vez que lo intento.",RESERVA_DE_SALAS
Mi tarjeta de acceso dice que el usuario no existe,"Mi tarjeta de acceso dice que el usuario no existe, sin ningún cambio de mi parte.",ACCESOS
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando de forma intermitente durante el día.,SUGERENCIAS
El laboratorio de cómputo el sistema no me deja reservarla,"El laboratorio de cómputo el sistema no me deja reservarla, después de la última actualización.",RESERVA_DE_SALAS
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando desde esta mañana.,SUGERENCIAS
El laboratorio de cómputo quiero reservarla de forma recurrente todo el mes,"El laboratorio de cómputo quiero reservarla de forma recurrente todo el mes, sin ningún cambio de mi parte.",RESERVA_DE_SALAS
Técnico no llegó a la hora acordada,"El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando sin ningún cambio de mi parte. Por favor priorizar, me está atrasando bastante.",RECLAMOS
El auditorio quiero cancelar mi reserva de esta semana,"El auditorio quiero cancelar mi reserva de esta semana, cada vez que lo intento.",RESERVA_DE_SALAS
El punto de red de mi oficina no logra conectar,"El punto de red de mi oficina no logra conectar, desde ayer en la tarde.",RED
Mi acceso a la carpeta compartida necesito que me den acceso,"Mi acceso a la carpeta compartida necesito que me den acceso, desde que volvimos de la semana de vacaciones.",ACCESOS
Teams no abre de ninguna forma,"Teams no abre de ninguna forma, después de la última actualización. Sin apuro, cualquier día de esta semana está bien.",SOFTWARE
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando cada vez que lo intento.,SUGERENCIAS
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando de un momento a otro.,RECLAMOS
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando desde que volvimos de la semana de vacaciones.,RECLAMOS
Técnico no llegó a la hora acordada,"El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando hace ya una semana. No corre prisa, es solo para dejarlo registrado.",RECLAMOS
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando sin ningún cambio de mi parte.,SUGERENCIAS
El notebook no enciende,"El notebook no enciende, desde que volvimos de la semana de vacaciones. Necesito que se resuelva hoy mismo si es posible.",HARDWARE
Mi clave de acceso olvidé la contraseña y no puedo recuperarla,"Mi clave de acceso olvidé la contraseña y no puedo recuperarla, desde ayer en la tarde.",ACCESOS
El teclado no reconoce el cable USB,"El teclado no reconoce el cable USB, después de la última actualización.",HARDWARE
La red cableada de mi escritorio no carga ninguna página,"La red cableada de mi escritorio no carga ninguna página, desde ayer en la tarde. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RED
Outlook se cierra solo apenas lo abro,"Outlook se cierra solo apenas lo abro, desde ayer en la tarde.",SOFTWARE
El acceso a la carpeta compartida no llega señal a mi oficina,"El acceso a la carpeta compartida no llega señal a mi oficina, desde esta mañana.",RED
El auditorio quiero reservarla de forma recurrente todo el mes,"El auditorio quiero reservarla de forma recurrente todo el mes, después de la última actualización. Necesito que se resuelva hoy mismo si es posible.",RESERVA_DE_SALAS
La impresora de red se cae cada cierto tiempo,"La impresora de red se cae cada cierto tiempo, sin ningún cambio de mi parte.",RED
La fuente de poder se congela cada rato,"La fuente de poder se congela cada rato, hace ya una semana.",HARDWARE
El disco duro externo no enciende,"El disco duro externo no enciende, hace ya una semana.",HARDWARE
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando desde que volvimos de la semana de vacaciones.,RECLAMOS
Llevo dos semanas esperando respuesta,"Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando desde ayer en la tarde. No es urgente, pueden revisarlo cuando tengan tiempo.",RECLAMOS
El notebook perdió la conexión con el equipo,"El notebook perdió la conexión con el equipo, desde que volvimos de la semana de vacaciones.",HARDWARE
La sala de directorio aparece ocupada pero en realidad está libre,"La sala de directorio aparece ocupada pero en realidad está libre, hace ya una semana.",RESERVA_DE_SALAS
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando desde que volvimos de la semana de vacaciones. Ya es el segundo día sin poder trabajar por esto.,RECLAMOS
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando justo antes de una reunión importante.,SUGERENCIAS
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando hace ya una semana.,SUGERENCIAS
Outlook quedó pegado cargando y no avanza,"Outlook quedó pegado cargando y no avanza, cada vez que lo intento.",SOFTWARE
El sistema de gestión académica dejó de sincronizar los archivos,"El sistema de gestión académica dejó de sincronizar los archivos, justo antes de una reunión importante.",SOFTWARE
El cargador del notebook no carga la batería aunque esté conectado,"El cargador del notebook no carga la batería aunque esté conectado, justo antes de una reunión importante.",HARDWARE
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando después de la última actualización. Necesito que se resuelva hoy mismo si es posible.",OTRO
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando desde ayer en la tarde.,OTRO
Mi usuario del sistema necesito que me den acceso,"Mi usuario del sistema necesito que me den acceso, desde ayer en la tarde. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",ACCESOS
El micrófono no imprime nada aunque diga que está listo,"El micrófono no imprime nada aunque diga que está listo, sin ningún cambio de mi parte. Puede esperar, no me está bloqueando por ahora.",HARDWARE
La aplicación de asistencia quedó pegado cargando y no avanza,"La aplicación de asistencia quedó pegado cargando y no avanza, después de la última actualización. Necesito que se resuelva hoy mismo si es posible.",SOFTWARE
Técnico no llegó a la hora acordada,"El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando sin ningún cambio de mi parte. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",RECLAMOS
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando de un momento a otro.,SUGERENCIAS
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando hace ya una semana.,SUGERENCIAS
El monitor no detecta el mouse ni el teclado,"El monitor no detecta el mouse ni el teclado, hace ya una semana. Por favor priorizar, me está atrasando bastante.",HARDWARE
Outlook aparece una pantalla de error en blanco,"Outlook aparece una pantalla de error en blanco, después de la última actualización.",SOFTWARE
El teclado perdió la conexión con el equipo,"El teclado perdió la conexión con el equipo, cada vez que lo intento. Necesito que se resuelva hoy mismo si es posible.",HARDWARE
Windows aparece una pantalla de error en blanco,"Windows aparece una pantalla de error en blanco, cada vez que lo intento. Es crítico: afecta a todo el piso y nadie puede trabajar.",SOFTWARE
La sala de videoconferencia la necesito reservar para mañana,"La sala de videoconferencia la necesito reservar para mañana, después de la última actualización. Tengo una entrega importante y esto me lo está impidiendo.",RESERVA_DE_SALAS
Mi clave de acceso olvidé la contraseña y no puedo recuperarla,"Mi clave de acceso olvidé la contraseña y no puedo recuperarla, de forma intermitente durante el día.",ACCESOS
La sala de videoconferencia aparece ocupada pero en realidad está libre,"La sala de videoconferencia aparece ocupada pero en realidad está libre, sin ningún cambio de mi parte.",RESERVA_DE_SALAS
El teclado se congela cada rato,"El teclado se congela cada rato, cada vez que lo intento. Tengo una entrega importante y esto me lo está impidiendo.",HARDWARE
La cuenta de la impresora no me deja entrar de ninguna forma,"La cuenta de la impresora no me deja entrar de ninguna forma, desde esta mañana.",ACCESOS
El wifi de la oficina está muy lenta desde hace rato,"El wifi de la oficina está muy lenta desde hace rato, desde esta mañana.",RED
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando de un momento a otro. Necesito que se resuelva hoy mismo si es posible.,SUGERENCIAS
La sala de videoconferencia quiero reservarla de forma recurrente todo el mes,"La sala de videoconferencia quiero reservarla de forma recurrente todo el mes, sin ningún cambio de mi parte. Necesito que se resuelva hoy mismo si es posible.",RESERVA_DE_SALAS
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando desde ayer en la tarde.,RECLAMOS
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando desde esta mañana.,SUGERENCIAS
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando cada vez que lo intento.,SUGERENCIAS
La vpn institucional quedó completamente sin acceso,"La vpn institucional quedó completamente sin acceso, de forma intermitente durante el día. Por favor priorizar, me está atrasando bastante.",RED
Mi acceso a la carpeta compartida quedó bloqueada,"Mi acceso a la carpeta compartida quedó bloqueada, desde esta mañana.",ACCESOS
La sala de reuniones la necesito reservar para mañana,"La sala de reuniones la necesito reservar para mañana, justo antes de una reunión importante.",RESERVA_DE_SALAS
La aplicación de asistencia no reconoce mi usuario y contraseña,"La aplicación de asistencia no reconoce mi usuario y contraseña, de forma intermitente durante el día.",SOFTWARE
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando justo antes de una reunión importante.,RECLAMOS
Consulta general sobre un trámite,"Tengo una consulta general sobre cómo hacer un trámite, no encontré la información en la intranet. Esto viene pasando sin ningún cambio de mi parte.",OTRO
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando cada vez que lo intento.,SUGERENCIAS
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando de un momento a otro.,OTRO
Mi perfil en el sistema de tickets necesito que me den acceso,"Mi perfil en el sistema de tickets necesito que me den acceso, justo antes de una reunión importante. Es urgente, no puedo seguir trabajando.",ACCESOS
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando sin ningún cambio de mi parte.,RECLAMOS
El teclado no detecta el mouse ni el teclado,"El teclado no detecta el mouse ni el teclado, después de la última actualización. Sistema completo caído para todo el área, se necesita atención inmediata.",HARDWARE
El acceso al edificio no me deja entrar de ninguna forma,"El acceso al edificio no me deja entrar de ninguna forma, desde que volvimos de la semana de vacaciones. No es urgente, pueden revisarlo cuando tengan tiempo.",ACCESOS
La sala de capacitación la necesito reservar para mañana,"La sala de capacitación la necesito reservar para mañana, sin ningún cambio de mi parte. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",RESERVA_DE_SALAS
El auditorio necesito cambiarle el horario a mi reserva,"El auditorio necesito cambiarle el horario a mi reserva, cada vez que lo intento.",RESERVA_DE_SALAS
El teclado no detecta el mouse ni el teclado,"El teclado no detecta el mouse ni el teclado, después de la última actualización. Por favor priorizar, me está atrasando bastante.",HARDWARE
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando desde esta mañana.",OTRO
El teclado se ve la pantalla completamente negra,"El teclado se ve la pantalla completamente negra, de forma intermitente durante el día.",HARDWARE
App móvil para tickets,"Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando desde esta mañana. No es urgente, pueden revisarlo cuando tengan tiempo.",SUGERENCIAS
Solicitud de información,"Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando justo antes de una reunión importante. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",OTRO
Mi clave de acceso dice que el usuario no existe,"Mi clave de acceso dice que el usuario no existe, sin ningún cambio de mi parte. Por favor priorizar, me está atrasando bastante.",ACCESOS
El auditorio la necesito reservar para mañana,"El auditorio la necesito reservar para mañana, justo antes de una reunión importante. Es urgente, no puedo seguir trabajando.",RESERVA_DE_SALAS
Mi usuario del sistema se venció y no puedo renovarla,"Mi usuario del sistema se venció y no puedo renovarla, hace ya una semana. Necesito que se resuelva hoy mismo si es posible.",ACCESOS
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando de un momento a otro.,SUGERENCIAS
El cargador del notebook hace un ruido extraño al prender,"El cargador del notebook hace un ruido extraño al prender, después de la última actualización. Necesito que se resuelva hoy mismo si es posible.",HARDWARE
El proyector de la sala no enciende,"El proyector de la sala no enciende, sin ningún cambio de mi parte.",HARDWARE
El sistema de facturación aparece una pantalla de error en blanco,"El sistema de facturación aparece una pantalla de error en blanco, desde ayer en la tarde. Ya es el segundo día sin poder trabajar por esto.",SOFTWARE
Mi usuario del sistema dice que el usuario no existe,"Mi usuario del sistema dice que el usuario no existe, de un momento a otro. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",ACCESOS
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando cada vez que lo intento. Ya es el segundo día sin poder trabajar por esto.,SUGERENCIAS
El monitor se calienta demasiado y se apaga,"El monitor se calienta demasiado y se apaga, después de la última actualización. Puede esperar, no me está bloqueando por ahora.",HARDWARE
La sala de capacitación necesito cambiarle el horario a mi reserva,"La sala de capacitación necesito cambiarle el horario a mi reserva, sin ningún cambio de mi parte. Tengo una entrega importante y esto me lo está impidiendo.",RESERVA_DE_SALAS
El wifi de la oficina no llega señal a mi oficina,"El wifi de la oficina no llega señal a mi oficina, desde esta mañana. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RED
La webcam se calienta demasiado y se apaga,"La webcam se calienta demasiado y se apaga, desde ayer en la tarde.",HARDWARE
El acceso a la carpeta compartida se cae cada cierto tiempo,"El acceso a la carpeta compartida se cae cada cierto tiempo, cada vez que lo intento.",RED
Técnico no llegó a la hora acordada,"El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando después de la última actualización. Es urgente, no puedo seguir trabajando.",RECLAMOS
El notebook hace un ruido extraño al prender,"El notebook hace un ruido extraño al prender, desde que volvimos de la semana de vacaciones. Sin apuro, cualquier día de esta semana está bien.",HARDWARE
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando cada vez que lo intento.",SUGERENCIAS
El acceso a la carpeta compartida no llega señal a mi oficina,"El acceso a la carpeta compartida no llega señal a mi oficina, cada vez que lo intento. No corre prisa, es solo para dejarlo registrado.",RED
El proyector de la sala no reconoce el cable USB,"El proyector de la sala no reconoce el cable USB, cada vez que lo intento.",HARDWARE
La sala de videoconferencia aparece ocupada pero en realidad está libre,"La sala de videoconferencia aparece ocupada pero en realidad está libre, de forma intermitente durante el día. No corre prisa, es solo para dejarlo registrado.",RESERVA_DE_SALAS
Mi clave de acceso quedó bloqueada,"Mi clave de acceso quedó bloqueada, desde ayer en la tarde. Tengo una entrega importante y esto me lo está impidiendo.",ACCESOS
El auditorio quiero cancelar mi reserva de esta semana,"El auditorio quiero cancelar mi reserva de esta semana, desde ayer en la tarde. Ya es el segundo día sin poder trabajar por esto.",RESERVA_DE_SALAS
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando de forma intermitente durante el día.,RECLAMOS
Llevo dos semanas esperando respuesta,"Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando justo antes de una reunión importante. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",RECLAMOS
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando desde que volvimos de la semana de vacaciones.,SUGERENCIAS
El micrófono no detecta el mouse ni el teclado,"El micrófono no detecta el mouse ni el teclado, de forma intermitente durante el día. Es crítico: afecta a todo el piso y nadie puede trabajar.",HARDWARE
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando desde que volvimos de la semana de vacaciones.,RECLAMOS
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando sin ningún cambio de mi parte. Por favor priorizar, me está atrasando bastante.",SUGERENCIAS
Mi perfil en el sistema de tickets se venció y no puedo renovarla,"Mi perfil en el sistema de tickets se venció y no puedo renovarla, hace ya una semana.",ACCESOS
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando después de la última actualización.,SUGERENCIAS
La sala de capacitación aparece ocupada pero en realidad está libre,"La sala de capacitación aparece ocupada pero en realidad está libre, después de la última actualización.",RESERVA_DE_SALAS
No me notificaron el cambio,Cambiaron algo en el sistema y nadie del área nos avisó con anticipación. Esto viene pasando desde esta mañana.,RECLAMOS
El antivirus no reconoce mi usuario y contraseña,"El antivirus no reconoce mi usuario y contraseña, desde ayer en la tarde. Necesito que se resuelva hoy mismo si es posible.",SOFTWARE
La sala 204 quiero cancelar mi reserva de esta semana,"La sala 204 quiero cancelar mi reserva de esta semana, hace ya una semana.",RESERVA_DE_SALAS
El wifi de la oficina quedó completamente sin acceso,"El wifi de la oficina quedó completamente sin acceso, sin ningún cambio de mi parte.",RED
La fuente de poder no responde a nada,"La fuente de poder no responde a nada, desde que volvimos de la semana de vacaciones.",HARDWARE
El proyector de la sala no responde a nada,"El proyector de la sala no responde a nada, desde ayer en la tarde.",HARDWARE
La red del laboratorio aparece 'sin acceso a internet',"La red del laboratorio aparece 'sin acceso a internet', sin ningún cambio de mi parte.",RED
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando después de la última actualización.,SUGERENCIAS
El monitor no carga la batería aunque esté conectado,"El monitor no carga la batería aunque esté conectado, desde ayer en la tarde.",HARDWARE
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando desde esta mañana.",OTRO
La red cableada de mi escritorio aparece 'sin acceso a internet',"La red cableada de mi escritorio aparece 'sin acceso a internet', hace ya una semana.",RED
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando sin ningún cambio de mi parte.",SUGERENCIAS
El problema volvió a ocurrir,"El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando de un momento a otro. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RECLAMOS
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando cada vez que lo intento.,RECLAMOS
La red del laboratorio se cae cada cierto tiempo,"La red del laboratorio se cae cada cierto tiempo, de un momento a otro.",RED
Mi clave de acceso quedó bloqueada,"Mi clave de acceso quedó bloqueada, de un momento a otro. Ya es el segundo día sin poder trabajar por esto.",ACCESOS
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando de un momento a otro. Es crítico: afecta a todo el piso y nadie puede trabajar.,RECLAMOS
El acceso a la carpeta compartida está muy lenta desde hace rato,"El acceso a la carpeta compartida está muy lenta desde hace rato, de un momento a otro. No es urgente, pueden revisarlo cuando tengan tiempo.",RED
Solicitud de información,"Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando de un momento a otro. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",OTRO
El auditorio quiero cancelar mi reserva de esta semana,"El auditorio quiero cancelar mi reserva de esta semana, de un momento a otro.",RESERVA_DE_SALAS
El monitor no responde a nada,"El monitor no responde a nada, justo antes de una reunión importante. Sistema completo caído para todo el área, se necesita atención inmediata.",HARDWARE
No me notificaron el cambio,"Cambiaron algo en el sistema y nadie del área nos avisó con anticipación. Esto viene pasando desde esta mañana. Sistema completo caído para todo el área, se necesita atención inmediata.",RECLAMOS
Mi tarjeta de acceso quedó bloqueada,"Mi tarjeta de acceso quedó bloqueada, desde esta mañana. Es crítico: afecta a todo el piso y nadie puede trabajar.",ACCESOS
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando desde que volvimos de la semana de vacaciones.,SUGERENCIAS
La webcam no reconoce el cable USB,"La webcam no reconoce el cable USB, desde ayer en la tarde.",HARDWARE
El programa de nómina se cierra solo apenas lo abro,"El programa de nómina se cierra solo apenas lo abro, de forma intermitente durante el día.",SOFTWARE
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando justo antes de una reunión importante. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",SUGERENCIAS
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando cada vez que lo intento. Es urgente, no puedo seguir trabajando.",OTRO
La conexión a internet no carga ninguna página,"La conexión a internet no carga ninguna página, sin ningún cambio de mi parte.",RED
La fuente de poder no enciende,"La fuente de poder no enciende, justo antes de una reunión importante.",HARDWARE
Recordatorio automático de reservas,"Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando sin ningún cambio de mi parte. Puede esperar, no me está bloqueando por ahora.",SUGERENCIAS
Notificación por correo al cambiar estado,"Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando justo antes de una reunión importante. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",SUGERENCIAS
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando sin ningún cambio de mi parte.",OTRO
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando de un momento a otro.,OTRO
No me notificaron el cambio,"Cambiaron algo en el sistema y nadie del área nos avisó con anticipación. Esto viene pasando cada vez que lo intento. Es urgente, no puedo seguir trabajando.",RECLAMOS
Excel no guarda los cambios que hago,"Excel no guarda los cambios que hago, después de la última actualización. Ya es el segundo día sin poder trabajar por esto.",SOFTWARE
La conexión a internet aparece 'sin acceso a internet',"La conexión a internet aparece 'sin acceso a internet', después de la última actualización.",RED
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando después de la última actualización.,SUGERENCIAS
Técnico no llegó a la hora acordada,"El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando desde que volvimos de la semana de vacaciones. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RECLAMOS
La sala de directorio la necesito reservar para mañana,"La sala de directorio la necesito reservar para mañana, desde esta mañana.",RESERVA_DE_SALAS
El wifi de la oficina aparece 'sin acceso a internet',"El wifi de la oficina aparece 'sin acceso a internet', de forma intermitente durante el día.",RED
La sala de capacitación aparece ocupada pero en realidad está libre,"La sala de capacitación aparece ocupada pero en realidad está libre, de un momento a otro.",RESERVA_DE_SALAS
La sala de reuniones la necesito reservar para mañana,"La sala de reuniones la necesito reservar para mañana, de forma intermitente durante el día. Por favor priorizar, me está atrasando bastante.",RESERVA_DE_SALAS
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando desde ayer en la tarde.,RECLAMOS
Mi usuario del sistema no tiene permisos para entrar a la carpeta,"Mi usuario del sistema no tiene permisos para entrar a la carpeta, de un momento a otro. Ya es el segundo día sin poder trabajar por esto.",ACCESOS
El problema volvió a ocurrir,"El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando desde esta mañana. Por favor priorizar, me está atrasando bastante.",RECLAMOS
Outlook dejó de sincronizar los archivos,"Outlook dejó de sincronizar los archivos, desde que volvimos de la semana de vacaciones.",SOFTWARE
El acceso al edificio no me deja entrar de ninguna forma,"El acceso al edificio no me deja entrar de ninguna forma, desde que volvimos de la semana de vacaciones.",ACCESOS
El mouse quedó con la pantalla azul,"El mouse quedó con la pantalla azul, hace ya una semana.",HARDWARE
El micrófono no reconoce el cable USB,"El micrófono no reconoce el cable USB, desde esta mañana. Es urgente, no puedo seguir trabajando.",HARDWARE
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando de forma intermitente durante el día.",OTRO
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando cada vez que lo intento.,SUGERENCIAS
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando cada vez que lo intento. Tengo una entrega importante y esto me lo está impidiendo.,RECLAMOS
El sistema de facturación se cierra solo apenas lo abro,"El sistema de facturación se cierra solo apenas lo abro, de forma intermitente durante el día. Es urgente, no puedo seguir trabajando.",SOFTWARE
Outlook muestra un error al iniciar sesión,"Outlook muestra un error al iniciar sesión, hace ya una semana.",SOFTWARE
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando de forma intermitente durante el día. Es crítico: afecta a todo el piso y nadie puede trabajar.,OTRO
